ID-1,Voc,Jsc,PCE,FF,D_V0,D_J0,AB,contact_angle,PLQY_perov,PLQY_glass,t1_perov,t2_perov,t1_glass,t2_glass
116,0.991279646119977,23.95075,20.0109,0.842851987368066,0.7457088493817562,367.8880310058594,"('A1103', 'B1')",90.6,0.3919496164061768,1.0385748880452257,2.373043556642607,5.411779971458838,3.0969341540629585,5.693024818003241
117,0.963936600873682,22.323875,18.4408,0.856962276741806,0.7457088493817562,315.7584533691406,"('A52', 'B1')",89.9,0.3085126939488428,0.788662146810403,2.373043556642607,5.090000849476996,2.2915241456346207,5.150165325524179
118,1.02602554499184,24.595875,20.1663,0.79910854158104,0.7457088493817562,345.59521484375,"('A359', 'B3')",78.2,0.3910499903760829,1.729974101470518,2.130609828254235,5.78775590843238,2.0228711901914416,6.068587612154564
119,0.947290240974313,23.423625,17.7916,0.801821756526296,0.7457088493817562,343.38145446777344,"('A1090', 'B1')",92.1,0.3368674955691861,1.5758383945824672,2.9183111265854063,5.915608894804446,2.1972245773362196,6.04455497568209
120,0.971326296978835,14.83975,7.76215999999999,0.538506387760133,0.5677120685577393,91.22993087768556,"('A1047', 'B3')",74.3,0.2357156253050978,0.321723146448361,-0.9675840262617056,0.3074846997479607,-0.9675840262617056,0.3074846997479607
121,1.00209021353218,24.791,20.367795,0.819866514477139,0.7457088493817562,339.6400146484375,"('A1058', 'B12')",93.3,0.3557801842947126,1.6033511491177812,2.7942278973432626,5.821832141430015,4.137244396537321,6.008567455007644
122,1.01618816150529,24.984875,20.73214,0.816568872719241,0.7457088493817562,358.7217559814453,"('A30', 'B771')",88.2,0.380462905652044,1.6112727358210492,2.4423470353692043,5.678840664351991,2.700018029404946,5.8771754007058545
123,1.03542507576215,24.844625,21.4786,0.834939188961373,0.7457088493817562,358.93389892578125,"('A1106', 'B771')",91.9,0.4269286600763737,1.537688981343461,2.924236271848921,6.098613462625025,3.5564902660681907,6.072883230769142
124,0.966868475092527,22.143875,17.1923,0.802995218774078,0.7457088493817562,288.1349334716797,"('A30', 'B773')",87.6,0.4256981738326856,1.5668961464204554,2.6483001966964363,5.687991788749877,2.182674796321488,6.044863123832677
125,1.03387605821556,24.107,20.48035,0.821723539238293,0.7457088493817562,323.28077697753906,"('A30', 'B769')",91.3,0.3885823272237163,1.921125543122787,2.5257286443082556,5.675417293099305,2.826129489167811,5.874368775231734
126,1.08368388255031,22.8726666666667,20.29568,0.818811986643522,0.7457088493817562,379.6998748779297,"('A1069', 'B772')",83.3,0.4425322330601057,1.9673853933793848,1.9329696377795786,5.945839369081707,3.5832411220909393,6.127283945250464
127,1.0857708255824,23.2898333333333,20.38912,0.806294937851874,0.7457088493817562,367.4183654785156,"('A1069', 'B769')",70.5,0.4273640556778064,1.594371833906037,2.4423470353692043,6.305837234812808,2.8616292890305104,6.374411343785544
128,1.04058418037941,22.1251923076923,17.4985461538461,0.760042178261284,0.4106669425964355,307.54278564453125,"('A184', 'B12')",80.8,0.3728521092402596,0.669456847886798,2.0425181875752383,5.632644446822861,1.7950872593207297,5.733729551024153
129,1.07929996653754,22.038,19.1474646153846,0.805001951685208,0.3143788576126098,298.90464782714844,"('A1087', 'B769')",80.0,0.3588103579562869,0.7639096285072684,2.162172939277301,6.174056900566543,1.449269160281279,6.615047264282018
130,1.09473989022155,23.4043076923077,20.8776307692308,0.814843996793874,0.7457088493817562,278.24322509765625,"('A1090', 'B769')",89.9,0.5471415202728578,1.937973423366096,2.2945529212967815,6.426569360333832,0.9669838461896731,6.168270923213827
131,1.03564934127786,21.9835238095238,17.5758628571428,0.771981003829398,0.4961412250995636,321.0870361328125,"('A1104', 'B12')",86.7,0.532090914378523,1.0429885541347896,2.1644717908644115,5.629058928460265,1.9487632180377197,5.730489317484765
132,0.940927418716247,21.9061538461538,15.3445384615385,0.744443209163312,1.015432357788086,311.6299133300781,"('A1100', 'B10')",91.3,0.5567227503982234,2.0931601916633187,2.4840729690394228,6.55471657305235,1.264126727145683,6.1737444363671905
133,1.10491648983009,23.5392307692308,21.43296,0.824063031942389,0.7457088493817562,304.28221130371094,"('A1069', 'B771')",86.2,0.4527092086642579,2.0306351685942494,2.21375387928743,6.636287704837738,1.6845453849209058,6.794060126534253
134,1.05004815669135,21.7749230769231,17.7295630769231,0.775411409042942,0.6414093971252441,300.73699951171875,"('A184', 'B1')",92.1,0.2506872210198598,0.289512940504517,2.2428350885882717,5.784686349880037,2.1471001901536506,6.066270489909225
135,1.01204887883152,23.8572580645161,18.5644064516129,0.768880863359991,0.1237399280071258,231.6332855224609,"('A1066', 'B12')",81.2,0.6162406845095915,1.917586057411101,1.9401794743463283,6.124420774356607,2.7232671669070703,6.462530112300095
136,0.955212099864689,21.4964285714286,15.0682448979592,0.733831825810906,1.3457001447677612,304.50103759765625,"('A1100', 'B769')",96.1,0.3451107839618475,0.5288537080967318,2.7180005319553784,5.865362630310336,2.5392369943330477,5.883489505442683
137,1.00865751696344,22.1319047619048,17.6048888888889,0.78862541018667,0.6743093132972717,364.52056884765625,"('A343', 'B12')",95.9,0.4772503262834406,1.934597039942917,2.2213750375685026,6.373763377184307,2.673458756332591,6.6549511702495
138,1.06499809146147,23.0904761904762,19.9314349206349,0.810507143755386,0.0263665933161973,386.9368743896485,"('A525', 'B12')",84.3,0.4998113552925376,2.291835599177482,2.8633430855082453,6.3122609864868116,0.9082585601768908,6.680503299623384
139,0.97909912454109,20.2840845070423,14.745785915493,0.742481865608738,0.9565617442131042,291.6895294189453,"('A1048', 'B770')",76.4,0.3677910955949128,1.814164602399896,2.3580197998821464,5.788154259875543,1.7047480922384253,5.980883767563795
140,0.947315623594484,21.8138461538462,15.4988461538461,0.750019269655838,0.9134892225265504,306.8052215576172,"('A1105', 'B12')",74.9,0.3273274005839718,0.7980699165403764,2.2905125117597764,5.581878459415514,3.0160249768217535,5.735474921388691
141,1.07406441346709,23.4163333333333,19.5110666666667,0.775767879272411,0.7457088493817562,186.1306228637696,"('A1103', 'B12')",97.2,0.3279295350767361,0.5184931718621972,2.066862759472976,5.5460754786261655,2.485739636091892,5.807601803295198
142,0.99566109788133,20.694743130227,15.2375149342891,0.739507469914295,0.0167694296687841,165.90062713623047,"('A1021', 'B12')",84.0,0.3399275759170619,0.8001473112443377,2.531313022602156,5.782008147906709,2.0149030205422647,5.97581777228179
143,1.0069489624813,21.5439068100358,16.1902031063321,0.746311916998383,0.7457088493817562,199.93429565429688,"('A1106', 'B10')",86.1,0.4122296331214997,1.7429541869341776,2.1701959049483,6.244011548791433,2.2617630984737906,6.811805894930298
144,1.05198478087356,22.2516666666667,18.06558,0.771755808546023,0.5841480493545532,318.54002380371094,"('A1106', 'B2')",60.1,0.4049456567678402,1.944421928097098,2.481567748522486,6.113416657858728,3.007166651179654,6.454695292066289
145,1.00363816795439,21.54,17.72946,0.820111005940037,0.7457088493817562,321.9380798339844,"('A73', 'B12')",81.2,0.5581624011139122,1.482342394062698,2.8707357833793057,6.410273561307727,3.912023005428146,5.708338745737413
146,1.04058418037941,22.1251923076923,17.4985461538461,0.760042178261284,0.4106669425964355,307.54278564453125,"('A1087', 'B2')",76.9,0.3763383581057451,1.584837044385507,2.605648267484129,6.225904058164043,3.0973859272804907,6.256996864913979
147,0.984526918506248,21.6938333333333,17.26606,0.808405671179955,0.7457088493817562,355.55914306640625,"('A1105', 'B1')",88.0,0.2632666889552453,0.2914180035635253,2.5952547069568657,5.908653427582808,2.598979106047848,4.164647686064525
148,0.998985499549338,22.4370491803279,17.9469508196721,0.800692477648899,0.5508818030357361,384.3457794189453,"('A1069', 'B773')",80.5,0.4246862473835411,1.7167761359648857,2.2915241456346207,6.049521168549791,3.584906863730958,5.9160672826355345
149,1.03640840299237,20.9586153846154,16.84496,0.775490479798561,0.435497373342514,302.43919372558594,"('A1090', 'B6')",102.2,0.4252640999940562,1.4783390053829095,2.3758355547336385,6.240119887590915,2.451005098112319,6.8096020615736625
